Date,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DOW,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,V,WMT,WBA,DIS
2019-04-03,205.7452392578125,109.03018951416016,192.82611083984375,375.728759765625,135.34335327148438,118.86051177978516,54.12250518798828,45.15243148803711,53.55731201171875,76.95472717285156,196.39671325683594,194.78370666503906,137.2203826904297,54.20574951171875,133.44317626953125,102.33304595947266,183.9313507080078,81.52363586425781,118.40345764160156,83.5679702758789,41.245784759521484,101.05111694335938,134.3030548095703,242.6743621826172,128.56227111816406,56.481563568115234,157.4964141845703,95.77330780029297,53.0250129699707,111.16146850585938
2019-04-04,207.5793914794922,108.980712890625,193.16168212890625,386.5883483886719,136.1888885498047,119.73356628417969,53.985435485839844,45.44575500488281,56.22199249267578,78.04865264892578,197.73626708984375,196.5882568359375,136.4083251953125,54.63563919067383,131.88665771484375,103.32162475585938,185.4156951904297,80.2201156616211,117.80142211914062,84.36931610107422,41.14950942993164,100.79773712158203,134.22438049316406,244.20440673828125,129.9231719970703,56.59669876098633,156.681396484375,96.67988586425781,52.357852935791016,113.36454772949219
2019-04-05,207.94622802734375,109.81201934814453,194.4547576904297,382.7503356933594,136.41241455078125,121.28780364990234,54.05397033691406,45.435977935791016,53.89628219604492,78.46717834472656,197.8829345703125,198.16725158691406,136.88601684570312,54.32299041748047,132.48007202148438,103.0769271850586,186.2360076904297,79.5340576171875,118.32449340820312,84.488037109375,41.39020538330078,101.01213073730469,134.1063995361328,245.57650756835938,130.92185974121094,56.6926383972168,156.6913299560547,97.38939666748047,52.879974365234375,113.61152648925781
2019-04-08,207.5697479248047,109.5547103881836,197.51470947265625,365.7481689453125,135.88760375976562,121.53724670410156,54.32810592651367,45.514198303222656,53.81153869628906,78.95230865478516,198.0393524169922,199.6285400390625,136.99110412597656,54.40115737915039,132.441162109375,103.40972137451172,185.3961639404297,79.3380355834961,118.36396789550781,83.8251953125,41.53461837768555,102.29853820800781,133.5951385498047,245.54689025878906,130.7651824951172,56.73101806640625,156.79071044921875,97.7835693359375,53.23773193359375,113.57201385498047
2019-04-09,204.61578369140625,108.7135009765625,196.92247009277344,360.3965148925781,132.5152130126953,120.44352722167969,54.02459716796875,45.631526947021484,52.98294448852539,77.93449401855469,196.16201782226562,197.0295867919922,135.76821899414062,54.04942321777344,131.88665771484375,102.6462631225586,185.6207733154297,79.19103240966797,117.72245025634766,83.37999725341797,41.245784759521484,101.99642944335938,132.916748046875,245.5863800048828,129.4826202392578,56.6074333190918,156.53231811523438,97.25143432617188,52.696266174316406,115.4490737915039
2019-04-10,204.76055908203125,109.02030181884766,198.02798461914062,356.39251708984375,133.66200256347656,120.39554595947266,54.65119552612305,45.602195739746094,52.455657958984375,77.58253479003906,198.4696044921875,195.58790588378906,136.6376190185547,54.46954345703125,131.89639282226562,103.10629272460938,184.78094482421875,79.21063232421875,118.6205825805664,83.97358703613281,41.13987350463867,101.9866943359375,133.18222045898438,242.86190795898438,128.9049530029297,56.81098556518555,157.59580993652344,98.1481704711914,52.705936431884766,115.7454605102539
2019-04-11,206.13136291503906,108.7135009765625,196.37957763671875,361.49029541015625,134.9643096923828,120.87525177001953,54.43579864501953,45.67063903808594,51.683555603027344,77.95352172851562,198.3229217529297,197.59841918945312,137.3636932373047,54.51839828491211,131.53643798828125,103.97742462158203,184.44894409179688,78.2501449584961,118.75875091552734,84.0923080444336,40.696990966796875,102.08413696289062,133.98841857910156,232.38853454589844,130.04067993164062,56.76251983642578,156.90005493164062,99.3306884765625,51.67134094238281,115.19221496582031
2019-04-12,209.88658142089844,109.76254272460938,196.3006134033203,370.74822998046875,137.2288055419922,114.89818572998047,55.11135482788086,45.699974060058594,54.89435958862305,76.97374725341797,203.22158813476562,199.92276000976562,137.90826416015625,55.1241569519043,132.28550720214844,108.85181427001953,187.1051025390625,77.84831237792969,119.37065124511719,85.3190689086914,40.157833099365234,102.3862533569336,135.40420532226562,220.3456268310547,132.46878051757812,56.93699645996094,158.6692352294922,100.07958984375,51.6810188293457,128.4897003173828
2019-04-15,208.3516845703125,109.38646697998047,196.6559600830078,366.6661071777344,136.30551147460938,115.26274108886719,55.375701904296875,45.95418167114258,54.40473937988281,76.7169189453125,195.4678192138672,200.91329956054688,137.4783477783203,54.98737335205078,132.81085205078125,107.60874938964844,187.34925842285156,76.96623229980469,119.46935272216797,85.90277862548828,40.5236930847168,103.0392074584961,134.48983764648438,227.23573303222656,131.73448181152344,56.90791320800781,159.46438598632812,100.93692016601562,52.44486999511719,130.44578552246094
2019-04-16,209.3845977783203,110.72250366210938,196.6757049560547,372.7795104980469,138.0354461669922,116.25092315673828,55.75753402709961,45.905296325683594,55.08267593383789,77.2400894165039,197.35491943359375,200.53082275390625,138.66302490234375,55.40749740600586,134.2700958251953,108.74414825439453,187.20277404785156,76.01554870605469,119.19300079345703,86.86241149902344,39.3972282409668,103.71163940429688,136.01377868652344,218.11476135253906,132.50794982910156,56.9854621887207,159.25564575195312,101.42962646484375,53.0250129699707,128.3316192626953
2019-04-17,210.09896850585938,110.60374450683594,200.50558471679688,368.6778869628906,138.72549438476562,115.38745880126953,55.13093948364258,46.22795104980469,54.91319274902344,77.4588851928711,203.2802734375,202.57077026367188,132.90211486816406,57.215003967285156,134.75650024414062,111.87628936767578,187.1148681640625,72.44802856445312,120.17994689941406,87.78248596191406,38.395938873291016,103.88427734375,133.58529663085938,214.04779052734375,132.94851684570312,56.0064582824707,159.46438598632812,101.65628051757812,53.315086364746094,130.1593017578125
2019-04-18,211.29600524902344,112.49398040771484,201.2261505126953,371.1681823730469,140.17257690429688,114.99411010742188,55.219051361083984,46.423500061035156,54.39532470703125,77.17351531982422,201.33448791503906,201.69789123535156,134.06765747070312,57.14661407470703,133.78367614746094,111.05410766601562,190.33746337890625,71.73257446289062,121.7590560913086,88.24746704101562,37.91454315185547,104.08056640625,136.59384155273438,218.89456176757812,134.13320922851562,56.25848388671875,159.1860809326172,101.67598724365234,52.82196807861328,130.85084533691406
2019-04-22,210.9677734375,111.1678466796875,201.8874969482422,366.3829650878906,139.21437072753906,116.9512939453125,55.160308837890625,46.34528732299805,54.5083122253418,78.85718536376953,200.05360412597656,200.8348388671875,132.69192504882812,57.469032287597656,134.0852508544922,111.1911392211914,189.3706817626953,71.9971923828125,122.14395904541016,86.42710876464844,37.529422760009766,104.04131317138672,134.3128662109375,224.185546875,134.0451202392578,56.57835006713867,159.4246063232422,100.87779235839844,52.30950164794922,130.0901336669922
